下料批次号,零件号,num,polygon,允许旋转角度,面料号
L0002,s000145,1,"[[98000.0, 1000.0], [97980.0, 1000.0], [97968.6, 974.8], [97968.6, 954.8], [97969.9, 953.0], [97972.9, 949.0], [97974.5, 946.9], [97977.9, 942.6], [97979.6, 940.5], [97981.4, 938.5], [97984.7, 934.6], [97988.2, 931.0], [97990.0, 929.3], [97991.9, 927.6], [97993.8, 926.0], [97995.8, 924.5], [97997.8, 922.9], [97999.9, 921.6], [98001.1, 920.9], [98002.3, 920.3], [98004.8, 919.2], [98006.4, 918.4], [98008.0, 917.7], [98009.6, 917.1], [98011.3, 916.6], [98014.7, 915.7], [98018.2, 914.9], [98021.7, 914.3], [98027.2, 913.5], [98032.6, 912.8], [98039.9, 912.0], [98047.2, 911.3], [98053.8, 910.8], [98060.5, 910.4], [98063.3, 910.2], [98068.6, 909.8], [98074.0, 909.3], [98077.7, 909.0], [98081.4, 908.6], [98090.7, 907.1], [98093.8, 906.5], [98096.9, 905.8], [98100.0, 905.0], [98105.2, 903.6], [98115.2, 900.2], [98121.1, 898.0], [98127.0, 895.7], [98132.5, 893.4], [98137.9, 890.9], [98140.6, 889.6], [98143.3, 888.4], [98145.0, 887.5], [98148.4, 885.8], [98150.3, 884.8], [98152.3, 883.6], [98153.3, 883.1], [98154.3, 882.5], [98155.2, 882.0], [98155.9, 881.6], [98156.5, 881.2], [98157.0, 880.9], [98157.1, 880.9], [98157.2, 880.8], [98157.4, 880.7], [98177.4, 880.7], [98178.0, 976.0], [98178.0, 996.0], [98154.7, 996.0], [98153.9, 995.9], [98144.0, 995.9], [98140.4, 995.8], [98137.5, 995.8], [98134.7, 995.7], [98129.2, 995.6], [98123.4, 995.5], [98117.6, 995.5], [98111.7, 995.4], [98105.9, 995.2], [98100.0, 995.2], [98094.1, 995.1], [98083.3, 995.0], [98071.3, 995.0], [98054.1, 995.1], [98047.9, 995.2], [98041.8, 995.2], [98035.6, 995.3], [98029.5, 995.6], [98026.2, 995.8], [98022.9, 996.2], [98022.4, 996.3], [98016.5, 997.0], [98010.5, 997.8], [98007.9, 998.3], [98005.4, 998.8], [98000.0, 1000.0]]","0, 180",M0002
L0002,s000146,1,"[[98000.0, 2000.0], [97998.9, 2004.2], [97998.1, 2007.1], [97995.3, 2019.1], [97993.9, 2026.6], [97992.2, 2037.4], [97990.9, 2048.2], [97990.1, 2056.4], [97989.6, 2062.6], [97989.1, 2069.2], [97988.9, 2071.9], [97988.8, 2074.0], [97988.7, 2076.1], [97988.6, 2078.0], [97988.5, 2079.6], [97988.5, 2080.9], [97988.4, 2081.7], [97988.4, 2083.7], [97988.5, 2085.4], [97988.5, 2087.2], [97988.6, 2089.0], [97988.7, 2091.1], [97988.9, 2093.2], [97989.1, 2096.0], [97989.5, 2102.5], [97990.0, 2108.7], [97990.8, 2117.0], [97992.1, 2127.7], [97993.7, 2138.6], [97995.1, 2146.0], [97997.8, 2158.1], [97998.5, 2161.0], [97999.6, 2165.1], [98001.0, 2170.2], [98002.4, 2175.0], [98004.1, 2180.5], [98005.7, 2185.0], [98007.5, 2189.5], [98011.4, 2198.8], [98013.1, 2202.7], [98015.4, 2207.8], [98016.6, 2210.5], [98017.9, 2213.3], [98025.4, 2229.8], [97949.5, 2299.7], [97879.0, 2271.9], [97881.5, 2252.7], [97881.7, 2250.5], [97882.2, 2247.3], [97882.6, 2243.9], [97883.3, 2237.7], [97883.8, 2233.6], [97884.3, 2228.9], [97884.7, 2223.2], [97885.1, 2217.7], [97885.3, 2213.2], [97885.5, 2207.7], [97885.6, 2204.3], [97885.6, 2200.3], [97885.4, 2195.9], [97885.3, 2193.7], [97884.9, 2190.1], [97884.3, 2186.3], [97883.3, 2180.4], [97882.4, 2176.4], [97881.6, 2172.1], [97880.1, 2164.4], [97878.1, 2153.1], [97876.8, 2144.1], [97875.4, 2132.7], [97875.1, 2129.2], [97874.1, 2120.2], [97873.4, 2112.7], [97873.1, 2108.1], [97872.8, 2103.5], [97872.5, 2095.4], [97872.4, 2088.8], [97872.3, 2085.6], [97872.3, 2080.6], [97872.4, 2079.0], [97872.4, 2074.2], [97872.6, 2069.2], [97872.9, 2061.2], [97873.6, 2052.0], [97874.3, 2044.4], [97875.3, 2035.4], [97875.6, 2032.0], [97877.1, 2020.5], [97878.4, 2011.6], [97880.4, 2000.3], [97882.0, 1992.6], [97882.8, 1988.3], [97883.7, 1984.2], [97884.7, 1978.4], [97885.3, 1974.6], [97885.7, 1971.0], [97885.9, 1968.8], [97886.0, 1964.4], [97886.1, 1960.4], [97886.0, 1957.0], [97885.8, 1951.5], [97885.6, 1947.0], [97885.3, 1941.5], [97884.9, 1935.8], [97884.4, 1931.1], [97883.9, 1926.9], [97883.2, 1920.8], [97882.7, 1916.3], [97882.2, 1912.0], [97879.8, 1892.7], [97950.4, 1865.2], [98026.0, 1935.5], [98018.4, 1951.9], [98017.2, 1954.7], [98015.4, 1958.7], [98013.6, 1962.6], [98011.9, 1966.4], [98007.9, 1975.7], [98004.5, 1984.7], [98002.8, 1990.1], [98001.4, 1995.0], [98000.0, 2000.0]]","0, 180",M0002
L0002,s000147,1,"[[98000.0, 3000.0], [98011.9, 2998.4], [98036.8, 2995.1], [98061.7, 2991.9], [98104.8, 2986.6], [98146.9, 2981.5], [98163.5, 2979.5], [98180.1, 2977.7], [98189.2, 2976.8], [98198.3, 2976.0], [98209.9, 2975.0], [98228.5, 2973.5], [98247.2, 2972.4], [98262.3, 2971.9], [98277.4, 2971.5], [98302.6, 2971.0], [98315.1, 2970.8], [98327.6, 2970.9], [98340.8, 2971.2], [98360.0, 2971.8], [98379.2, 2972.5], [98398.7, 2973.7], [98418.3, 2974.9], [98446.3, 2976.6], [98461.1, 2977.7], [98475.8, 2979.0], [98490.3, 2980.5], [98504.7, 2982.1], [98520.8, 2984.0], [98536.9, 2985.9], [98554.6, 2987.9], [98563.4, 2988.9], [98572.1, 2989.9], [98587.8, 2991.9], [98602.3, 2988.1], [98604.7, 2988.4], [98606.9, 2988.6], [98608.8, 2988.8], [98610.6, 2989.0], [98614.0, 2989.4], [98617.2, 2989.7], [98621.3, 2990.1], [98625.7, 2990.6], [98630.2, 2991.0], [98634.9, 2991.5], [98654.1, 2993.5], [98657.2, 2993.9], [98666.1, 2994.9], [98677.9, 2996.5], [98695.3, 2999.0], [98704.1, 3000.3], [98713.1, 3001.5], [98728.5, 3003.5], [98744.0, 3005.3], [98751.6, 3006.1], [98758.9, 3006.9], [98766.0, 3007.7], [98772.8, 3008.4], [98769.8, 3019.1], [98766.9, 3029.7], [98761.0, 3050.5], [98754.4, 3072.9], [98747.3, 3095.4], [98740.4, 3116.7], [98737.0, 3127.3], [98733.7, 3137.8], [98731.3, 3145.8], [98728.8, 3153.8], [98726.4, 3162.1], [98723.8, 3170.7], [98700.4, 3174.7], [98693.8, 3171.1], [98687.2, 3167.2], [98680.5, 3163.0], [98674.0, 3158.8], [98665.3, 3153.1], [98656.6, 3147.4], [98645.1, 3140.5], [98633.4, 3133.8], [98621.6, 3127.4], [98609.9, 3121.1], [98593.8, 3125.9], [98577.8, 3120.4], [98571.6, 3118.4], [98565.3, 3116.3], [98559.0, 3114.3], [98552.6, 3112.6], [98545.5, 3111.2], [98538.3, 3110.2], [98536.7, 3110.1], [98533.6, 3110.0], [98530.6, 3109.8], [98529.4, 3109.7], [98526.5, 3109.5], [98524.2, 3109.5], [98521.8, 3109.6], [98519.5, 3109.9], [98517.2, 3110.4], [98514.3, 3111.3], [98511.7, 3112.6], [98510.0, 3113.6], [98508.5, 3114.7], [98505.7, 3117.3], [98503.6, 3120.0], [98501.9, 3122.9], [98500.3, 3126.3], [98499.2, 3130.0], [98498.4, 3133.3], [98497.7, 3136.6], [98497.2, 3139.8], [98496.7, 3142.8], [98488.3, 3140.7], [98479.5, 3138.5], [98470.4, 3136.3], [98461.4, 3134.1], [98451.3, 3131.6], [98448.0, 3130.8], [98434.7, 3127.7], [98419.6, 3124.3], [98412.1, 3122.7], [98404.5, 3121.2], [98391.6, 3119.1], [98378.8, 3117.1], [98369.1, 3115.6], [98364.2, 3114.9], [98359.3, 3114.4], [98350.7, 3113.7], [98342.2, 3113.3], [98333.8, 3113.1], [98325.4, 3113.1], [98318.2, 3113.2], [98310.9, 3113.4], [98309.8, 3113.4], [98306.7, 3113.7], [98303.6, 3114.1], [98297.4, 3115.2], [98285.7, 3117.3], [98274.0, 3119.2], [98248.1, 3123.7], [98234.7, 3126.0], [98223.8, 3127.9], [98213.0, 3129.6], [98198.8, 3131.5], [98185.1, 3133.2], [98171.5, 3134.6], [98159.4, 3135.7], [98147.3, 3136.7], [98121.0, 3139.3], [98105.2, 3140.5], [98089.3, 3141.4], [98074.3, 3142.1], [98059.3, 3142.7], [98044.0, 3143.6], [98028.4, 3144.4], [98016.6, 3144.8], [98004.8, 3145.1], [97999.0, 3145.2], [97993.3, 3145.2], [97987.8, 3145.3], [97982.6, 3145.4], [97961.0, 3005.6], [97986.4, 3002.0], [98000.0, 3000.0]]","0, 180",M0002
L0002,s000148,1,"[[100000.0, 1000.0], [99985.4, 1000.2], [99970.9, 1000.3], [99952.3, 1000.2], [99933.7, 999.7], [99916.0, 998.9], [99898.3, 997.9], [99883.5, 997.0], [99868.8, 995.8], [99854.5, 994.2], [99840.2, 992.4], [99821.8, 989.8], [99803.4, 986.9], [99780.1, 983.1], [99756.7, 978.9], [99737.1, 975.2], [99717.6, 971.3], [99712.4, 970.2], [99695.0, 966.6], [99672.3, 961.6], [99649.5, 956.3], [99638.1, 953.6], [99626.8, 950.8], [99615.6, 948.1], [99604.6, 945.3], [99594.0, 942.7], [99583.7, 940.1], [99573.8, 937.6], [99568.9, 936.4], [99563.8, 935.1], [99558.4, 933.8], [99552.7, 932.3], [99546.7, 930.8], [99540.1, 929.2], [99542.2, 922.5], [99544.1, 916.1], [99546.0, 910.0], [99547.8, 904.1], [99551.4, 892.6], [99554.9, 881.2], [99557.9, 871.6], [99560.9, 861.7], [99567.1, 841.6], [99570.1, 831.7], [99573.2, 821.9], [99576.1, 812.4], [99578.9, 803.3], [99580.5, 803.7], [99581.9, 804.0], [99583.2, 804.3], [99584.3, 804.5], [99586.3, 804.9], [99588.1, 805.3], [99591.5, 805.9], [99595.2, 806.5], [99599.2, 807.2], [99603.4, 807.8], [99612.2, 809.1], [99621.1, 810.4], [99624.0, 810.8], [99630.7, 811.7], [99640.1, 813.0], [99649.2, 814.2], [99658.4, 815.3], [99670.1, 816.6], [99678.5, 817.4], [99681.9, 817.8], [99698.0, 819.5], [99714.0, 820.8], [99724.5, 821.5], [99735.0, 821.9], [99755.9, 822.7], [99773.9, 823.4], [99792.0, 824.1], [99807.0, 824.3], [99822.0, 824.3], [99840.3, 824.1], [99858.5, 823.6], [99872.4, 823.0], [99886.2, 822.2], [99909.0, 820.7], [99913.5, 820.4], [99931.7, 818.9], [99950.2, 817.0], [99969.0, 815.0], [99979.8, 813.8], [99990.5, 812.6], [100001.1, 811.5], [100006.2, 810.9], [100011.3, 810.4], [100016.8, 809.8], [100022.5, 809.1], [100025.4, 808.8], [100028.5, 808.5], [100031.8, 808.1], [100035.2, 807.7], [100037.9, 815.7], [100036.6, 820.9], [100035.2, 826.3], [100033.9, 831.8], [100032.7, 837.3], [100031.2, 845.8], [100029.9, 854.3], [100029.2, 860.6], [100028.7, 866.9], [100028.7, 872.3], [100029.0, 877.8], [100029.5, 883.8], [100030.4, 889.8], [100031.3, 893.4], [100032.3, 896.9], [100033.6, 900.3], [100035.2, 903.6], [100036.8, 906.4], [100038.7, 909.1], [100040.6, 911.6], [100042.7, 914.1], [100048.2, 919.9], [100054.1, 925.1], [100060.4, 929.9], [100067.1, 934.3], [100076.3, 940.0], [100085.6, 945.5], [100107.0, 958.5], [100116.8, 964.8], [100126.4, 971.0], [100133.4, 975.5], [100137.0, 977.9], [100140.8, 980.4], [100140.7, 993.3], [100136.7, 993.5], [100132.9, 993.7], [100129.3, 993.9], [100125.8, 994.1], [100119.2, 994.4], [100112.7, 994.8], [100107.0, 995.1], [100101.1, 995.4], [100089.0, 996.2], [100076.8, 996.9], [100064.5, 997.7], [100043.7, 998.7], [100023.1, 999.4], [100000.0, 1000.0]]","0, 180",M0002
L0002,s000149,1,"[[100000.0, 2000.0], [99896.7, 1924.2], [99896.8, 1911.3], [100009.3, 1850.5], [100026.9, 1841.0], [100030.6, 1845.5], [100034.0, 1849.7], [100035.9, 1851.9], [100037.9, 1853.9], [100040.1, 1855.9], [100042.3, 1857.7], [100047.1, 1861.2], [100052.2, 1864.5], [100055.7, 1866.5], [100059.3, 1868.3], [100062.4, 1869.6], [100065.6, 1870.8], [100064.6, 1872.5], [100063.6, 1874.1], [100061.8, 1877.0], [100059.1, 1881.9], [100056.4, 1887.2], [100054.5, 1891.3], [100052.9, 1895.5], [100052.0, 1897.9], [100051.3, 1900.3], [100050.8, 1903.0], [100050.4, 1905.7], [100050.0, 1911.1], [100049.9, 1914.9], [100049.9, 1918.7], [100050.1, 1922.0], [100050.4, 1925.3], [100050.7, 1929.3], [100051.2, 1933.3], [100051.8, 1936.5], [100052.7, 1939.7], [100054.8, 1946.1], [100057.2, 1952.2], [100059.1, 1956.4], [100060.2, 1958.6], [100061.3, 1960.9], [100057.4, 1963.7], [100053.5, 1966.5], [100049.3, 1969.7], [100045.1, 1973.1], [100041.2, 1976.9], [100037.6, 1980.9], [100033.9, 1985.3], [100031.5, 1988.5], [100029.2, 1991.8], [100027.8, 1994.3], [100026.5, 1996.8], [100025.2, 1999.5], [100024.0, 2002.2], [100022.8, 2005.4], [100022.1, 2007.6], [100020.4, 2008.4], [100018.9, 2009.4], [100017.4, 2010.7], [100016.1, 2011.9], [100000.0, 2000.0]]","0, 180",M0002
L0002,s000150,1,"[[100000.0, 3000.0], [100165.0, 3000.1], [100196.6, 3000.1], [100204.9, 3041.7], [100222.4, 3041.7], [100227.4, 3041.6], [100234.0, 3041.5], [100241.0, 3041.4], [100248.2, 3041.2], [100255.6, 3041.1], [100256.7, 3041.0], [100263.0, 3040.8], [100270.2, 3040.6], [100277.0, 3040.4], [100280.3, 3040.3], [100283.4, 3040.2], [100307.0, 3023.9], [100310.9, 3023.6], [100314.6, 3023.3], [100321.7, 3022.8], [100328.6, 3022.2], [100335.3, 3021.7], [100345.1, 3021.0], [100355.0, 3020.3], [100375.2, 3018.8], [100395.0, 3017.5], [100414.7, 3016.2], [100441.3, 3014.4], [100461.6, 3013.2], [100481.9, 3012.0], [100498.3, 3011.0], [100514.8, 3010.1], [100533.9, 3009.3], [100553.0, 3008.9], [100586.2, 3008.9], [100599.7, 3008.8], [100613.3, 3008.9], [100623.1, 3009.2], [100632.9, 3009.6], [100642.6, 3010.1], [100652.1, 3010.7], [100659.1, 3011.1], [100666.2, 3011.5], [100673.5, 3012.0], [100681.2, 3012.4], [100681.3, 3016.3], [100681.4, 3020.4], [100681.6, 3024.8], [100681.6, 3027.4], [100681.7, 3029.3], [100682.0, 3038.5], [100682.2, 3042.5], [100682.4, 3047.8], [100682.8, 3056.6], [100683.5, 3065.3], [100684.4, 3073.6], [100685.7, 3082.0], [100687.1, 3089.1], [100688.0, 3092.6], [100689.0, 3096.0], [100690.5, 3100.2], [100692.4, 3104.2], [100694.4, 3107.7], [100696.6, 3111.1], [100698.6, 3113.9], [100700.7, 3116.7], [100703.2, 3119.3], [100705.8, 3121.8], [100703.7, 3127.5], [100701.5, 3133.6], [100699.2, 3139.9], [100696.8, 3146.3], [100692.1, 3159.6], [100687.4, 3172.9], [100684.7, 3180.6], [100682.2, 3188.3], [100677.3, 3203.5], [100673.6, 3215.9], [100670.0, 3228.3], [100664.0, 3249.3], [100661.2, 3259.4], [100658.7, 3269.4], [100657.0, 3276.7], [100656.2, 3280.4], [100655.3, 3284.4], [100631.4, 3284.6], [100623.0, 3282.3], [100614.3, 3279.8], [100596.5, 3275.0], [100582.3, 3271.1], [100568.1, 3267.4], [100559.0, 3265.2], [100549.9, 3263.2], [100538.5, 3261.1], [100532.8, 3260.2], [100526.9, 3259.3], [100518.1, 3258.2], [100509.4, 3257.2], [100505.2, 3256.7], [100501.0, 3256.2], [100497.1, 3255.8], [100493.3, 3255.3], [100490.6, 3255.0], [100487.7, 3254.6], [100486.1, 3254.3], [100484.4, 3254.1], [100482.5, 3253.8], [100480.4, 3253.5], [100476.6, 3265.0], [100473.8, 3264.6], [100471.1, 3264.1], [100468.7, 3263.7], [100466.3, 3263.2], [100461.9, 3262.5], [100457.7, 3261.7], [100453.2, 3261.0], [100448.7, 3260.2], [100439.2, 3258.6], [100429.4, 3256.9], [100419.7, 3255.1], [100405.3, 3252.3], [100391.1, 3249.5], [100362.5, 3244.1], [100333.2, 3238.9], [100318.6, 3236.4], [100303.9, 3234.2], [100289.8, 3232.3], [100275.8, 3230.8], [100265.5, 3229.9], [100260.3, 3229.7], [100255.1, 3229.6], [100250.3, 3229.6], [100245.5, 3229.8], [100235.9, 3230.3], [100224.1, 3230.9], [100212.3, 3231.7], [100203.9, 3232.4], [100195.5, 3233.3], [100178.7, 3235.1], [100160.8, 3236.9], [100142.9, 3238.7], [100120.0, 3241.3], [100097.0, 3244.0], [100076.4, 3246.2], [100055.7, 3248.4], [100028.8, 3251.2], [100015.4, 3252.4], [100001.9, 3253.5], [99983.0, 3254.5], [99964.3, 3255.1], [99947.8, 3255.5], [99939.5, 3255.6], [99931.0, 3255.8], [99930.2, 3056.6], [99930.0, 3000.0], [100000.0, 3000.0]]","0, 180",M0002
L0002,s000151,1,"[[102000.0, 1000.0], [102005.0, 999.9], [102009.9, 999.6], [102017.4, 998.9], [102024.9, 998.0], [102037.0, 996.5], [102049.0, 994.7], [102060.8, 992.9], [102072.7, 990.9], [102080.6, 989.6], [102088.5, 988.2], [102103.2, 985.3], [102119.2, 982.3], [102135.3, 979.5], [102149.9, 976.9], [102157.2, 975.7], [102164.5, 974.6], [102177.0, 973.1], [102189.6, 971.8], [102197.9, 971.0], [102206.1, 970.2], [102214.2, 969.4], [102221.9, 968.6], [102223.5, 981.5], [102220.1, 983.5], [102216.4, 985.6], [102209.1, 990.0], [102204.0, 993.4], [102199.1, 996.9], [102194.3, 1000.7], [102189.7, 1004.8], [102185.8, 1008.9], [102182.2, 1013.3], [102180.3, 1016.0], [102178.5, 1018.9], [102175.4, 1025.0], [102173.5, 1029.2], [102171.9, 1033.5], [102170.3, 1038.6], [102169.1, 1043.8], [102168.4, 1048.2], [102167.9, 1052.7], [102167.8, 1055.8], [102167.8, 1056.8], [102167.9, 1060.9], [102168.2, 1065.0], [102168.6, 1069.1], [102169.2, 1073.3], [102170.0, 1077.6], [102171.0, 1081.9], [102172.2, 1086.1], [102172.9, 1089.0], [102173.7, 1092.1], [102172.5, 1100.5], [102159.0, 1101.9], [102145.5, 1103.2], [102131.9, 1104.3], [102118.3, 1105.3], [102095.1, 1107.3], [102058.5, 1110.3], [102024.3, 1112.9], [101999.7, 1114.7], [101988.7, 1115.7], [101977.8, 1116.9], [101955.9, 1119.2], [101942.6, 1120.5], [101929.2, 1121.6], [101907.3, 1123.2], [101893.1, 1124.2], [101879.0, 1125.1], [101861.2, 1125.8], [101843.5, 1126.4], [101829.7, 1127.1], [101815.9, 1127.6], [101798.0, 1128.0], [101780.1, 1128.1], [101760.2, 1128.2], [101740.2, 1128.3], [101718.5, 1128.4], [101690.2, 1128.4], [101683.0, 1128.3], [101675.5, 1128.2], [101671.6, 1128.2], [101667.5, 1128.1], [101667.7, 1126.1], [101667.8, 1124.3], [101667.8, 1122.7], [101667.9, 1121.3], [101668.1, 1118.6], [101668.2, 1116.0], [101668.4, 1112.4], [101668.5, 1108.5], [101668.7, 1104.5], [101668.9, 1100.3], [101669.2, 1091.7], [101669.6, 1083.0], [101670.1, 1074.0], [101670.6, 1065.1], [101671.2, 1056.3], [101671.8, 1047.4], [101672.3, 1039.5], [101674.0, 1015.4], [101674.5, 1007.6], [101675.0, 999.9], [101675.6, 992.5], [101676.0, 985.5], [101678.5, 985.5], [101681.1, 985.4], [101686.5, 985.2], [101692.2, 985.1], [101698.0, 985.1], [101704.1, 985.3], [101710.2, 985.5], [101718.9, 985.7], [101727.6, 985.7], [101745.1, 985.6], [101746.6, 985.6], [101763.9, 985.9], [101781.1, 986.5], [101798.4, 987.5], [101815.6, 988.6], [101840.5, 990.4], [101865.3, 992.4], [101891.7, 994.4], [101918.0, 996.3], [101937.5, 997.5], [101957.1, 998.6], [101970.7, 999.4], [101984.4, 1000.0], [101992.2, 1000.1], [102000.0, 1000.0]]","0, 180",M0002
L0002,s000152,1,"[[102000.0, 2000.0], [101988.0, 1999.5], [101976.0, 1998.7], [101957.4, 1997.5], [101938.8, 1996.1], [101922.1, 1994.6], [101905.3, 1993.0], [101889.1, 1991.1], [101873.0, 1989.1], [101856.6, 1986.8], [101840.3, 1984.2], [101823.0, 1981.0], [101805.7, 1977.4], [101788.4, 1973.7], [101771.2, 1969.9], [101744.8, 1964.0], [101718.5, 1958.1], [101713.8, 1957.0], [101698.5, 1953.4], [101678.6, 1948.6], [101665.8, 1945.4], [101647.3, 1940.9], [101628.9, 1936.4], [101619.6, 1934.1], [101610.1, 1931.9], [101600.5, 1929.7], [101590.6, 1927.4], [101580.4, 1925.1], [101575.4, 1923.9], [101570.5, 1922.8], [101565.7, 1921.7], [101561.1, 1920.6], [101556.8, 1919.5], [101552.9, 1918.5], [101550.6, 1917.9], [101548.1, 1917.2], [101546.7, 1916.8], [101545.1, 1916.4], [101543.4, 1915.8], [101541.4, 1915.3], [101542.5, 1910.3], [101543.7, 1905.2], [101544.9, 1899.8], [101546.2, 1894.2], [101547.5, 1888.5], [101548.8, 1882.6], [101551.5, 1870.3], [101554.3, 1857.7], [101557.1, 1844.9], [101559.8, 1831.9], [101562.5, 1819.1], [101564.4, 1809.1], [101566.4, 1799.3], [101568.2, 1789.9], [101569.9, 1780.8], [101570.8, 1776.0], [101571.8, 1771.1], [101572.3, 1768.5], [101572.8, 1765.7], [101573.4, 1762.8], [101574.0, 1759.7], [101575.7, 1760.1], [101577.2, 1760.3], [101578.4, 1760.6], [101579.5, 1760.8], [101581.4, 1761.1], [101583.0, 1761.4], [101586.9, 1762.0], [101591.2, 1762.7], [101595.8, 1763.4], [101600.8, 1764.1], [101606.0, 1764.8], [101611.4, 1765.5], [101618.7, 1766.4], [101622.1, 1766.8], [101629.6, 1767.8], [101637.0, 1768.6], [101644.1, 1769.4], [101651.1, 1770.2], [101665.0, 1771.5], [101673.1, 1772.2], [101678.9, 1772.7], [101692.3, 1773.6], [101705.8, 1774.6], [101734.8, 1776.6], [101749.7, 1777.1], [101764.7, 1777.2], [101791.9, 1777.1], [101817.2, 1776.5], [101842.5, 1775.6], [101857.0, 1774.8], [101871.6, 1774.0], [101885.1, 1772.9], [101898.5, 1771.6], [101909.0, 1770.4], [101911.3, 1770.1], [101924.1, 1768.4], [101949.6, 1764.8], [101968.6, 1761.9], [101987.7, 1758.9], [102008.9, 1755.2], [102019.5, 1753.2], [102029.8, 1751.3], [102030.6, 1752.9], [102031.3, 1754.4], [102032.6, 1757.1], [102035.0, 1761.9], [102037.7, 1766.7], [102039.5, 1769.3], [102041.5, 1771.6], [102043.7, 1773.7], [102046.0, 1775.6], [102048.1, 1777.3], [102050.2, 1778.9], [102053.7, 1781.0], [102057.3, 1782.8], [102066.5, 1787.4], [102072.2, 1789.9], [102077.9, 1792.4], [102083.7, 1794.9], [102089.4, 1797.5], [102096.2, 1800.3], [102103.1, 1803.2], [102110.2, 1806.3], [102117.2, 1809.7], [102121.3, 1811.7], [102125.3, 1813.8], [102129.3, 1816.2], [102133.3, 1818.7], [102138.6, 1822.5], [102143.8, 1826.5], [102148.8, 1830.9], [102153.5, 1835.6], [102158.6, 1841.2], [102163.2, 1847.0], [102166.5, 1851.6], [102169.4, 1856.5], [102171.5, 1860.8], [102173.4, 1865.3], [102175.6, 1871.0], [102176.6, 1873.8], [102177.5, 1876.7], [102178.4, 1880.9], [102179.2, 1885.0], [102180.1, 1890.4], [102180.7, 1895.8], [102180.9, 1900.3], [102180.9, 1904.7], [102180.8, 1909.5], [102180.5, 1914.3], [102180.0, 1919.4], [102179.5, 1924.2], [102178.8, 1929.0], [102177.8, 1933.9], [102176.7, 1938.8], [102174.7, 1945.0], [102172.4, 1951.0], [102170.7, 1954.7], [102168.8, 1958.4], [102167.2, 1961.0], [102165.6, 1963.6], [102162.0, 1968.7], [102158.6, 1973.7], [102155.0, 1978.5], [102151.5, 1982.9], [102147.8, 1987.0], [102144.6, 1990.5], [102141.3, 1994.0], [102140.3, 2004.0], [102136.0, 2004.0], [102131.7, 2003.9], [102123.7, 2003.9], [102116.0, 2003.8], [102108.4, 2003.7], [102097.1, 2003.5], [102085.5, 2003.2], [102062.1, 2002.4], [102039.5, 2001.5], [102017.0, 2000.6], [102000.0, 2000.0]]","0, 180",M0002
L0002,s000153,1,"[[102000.0, 3000.0], [102000.0, 3200.0], [101930.0, 3200.0], [101930.0, 3000.0], [102000.0, 3000.0]]","0, 180",M0002
L0002,s000154,1,"[[104000.0, 1000.0], [104000.0, 1140.0], [103930.0, 1140.0], [103930.0, 1000.0], [104000.0, 1000.0]]","0, 180",M0002
L0002,s000155,1,"[[104000.0, 2000.0], [103930.0, 2000.0], [103930.0, 1800.0], [104000.0, 1800.0], [104000.0, 2000.0]]","0, 180",M0002
L0002,s000156,1,"[[104000.0, 3000.0], [104000.0, 3140.0], [103930.0, 3140.0], [103930.0, 3000.0], [104000.0, 3000.0]]","0, 180",M0002
L0002,s000157,1,"[[106000.0, 1000.0], [106000.0, 1105.0], [105895.0, 1105.0], [105895.0, 1000.0], [106000.0, 1000.0]]","0, 180",M0002
