下料批次号,零件号,数量,外轮廓,允许旋转角度,面料号
L0003,s000250,1,"[[168000.0, 1000.0], [168540.0, 1000.0], [168540.0, 1065.0], [168000.0, 1065.0], [168000.0, 1000.0]]","0, 180",M0003
L0003,s000251,1,"[[168000.0, 2000.0], [168000.0, 2060.7], [167867.7, 2060.7], [167867.7, 2000.0], [168000.0, 2000.0]]","0, 180",M0003
L0003,s000252,1,"[[168000.0, 3000.0], [168000.0, 3068.0], [167798.8, 3068.0], [167798.8, 3000.0], [168000.0, 3000.0]]","0, 180",M0003
L0003,s000253,1,"[[170000.0, 1000.0], [170300.0, 1000.0], [170300.0, 1040.0], [170000.0, 1040.0], [170000.0, 1000.0]]","0, 180",M0003
L0003,s000254,1,"[[170000.0, 2000.0], [170000.0, 2090.0], [169805.0, 2090.0], [169805.0, 2000.0], [170000.0, 2000.0]]","0, 180",M0003
L0003,s000255,1,"[[170000.0, 3000.0], [169999.2, 2999.9], [169987.1, 2998.1], [169971.3, 2995.6], [169955.6, 2993.0], [169932.4, 2989.4], [169909.1, 2986.0], [169886.1, 2982.8], [169863.1, 2979.8], [169840.6, 2977.2], [169818.1, 2974.7], [169790.9, 2972.1], [169763.7, 2969.6], [169741.6, 2967.8], [169719.5, 2966.2], [169702.0, 2965.0], [169684.4, 2964.0], [169649.3, 2962.4], [169610.6, 2960.7], [169573.5, 2959.3], [169530.6, 2957.8], [169500.9, 2956.8], [169471.3, 2956.0], [169441.8, 2955.3], [169412.3, 2954.9], [169384.2, 2954.6], [169356.1, 2954.5], [169327.8, 2954.4], [169299.0, 2954.4], [169276.5, 2954.3], [169254.0, 2954.3], [169243.0, 2954.2], [169200.4, 2954.2], [169194.8, 2954.3], [169183.0, 2954.3], [169176.6, 2954.4], [169166.2, 2954.4], [169162.4, 2954.5], [169162.4, 2746.0], [169175.9, 2746.0], [169182.4, 2746.1], [169247.0, 2746.1], [169281.0, 2746.0], [169316.9, 2745.7], [169352.6, 2745.4], [169400.6, 2745.1], [169446.7, 2744.5], [169467.6, 2744.3], [169488.5, 2744.0], [169514.7, 2743.3], [169540.8, 2742.4], [169577.7, 2741.2], [169596.3, 2740.5], [169614.8, 2739.7], [169648.7, 2738.2], [169699.9, 2735.8], [169725.4, 2734.5], [169750.9, 2732.8], [169782.4, 2730.3], [169813.9, 2727.3], [169840.0, 2724.6], [169866.1, 2721.7], [169892.0, 2718.5], [169917.7, 2715.0], [169939.5, 2711.8], [169961.3, 2708.3], [169972.3, 2706.5], [169983.4, 2704.7], [169994.7, 2702.8], [170006.1, 2700.9], [170008.8, 2706.2], [170011.7, 2711.5], [170014.4, 2715.5], [170017.6, 2719.8], [170020.1, 2722.8], [170022.7, 2725.6], [170026.5, 2729.0], [170030.6, 2732.0], [170034.2, 2734.1], [170037.9, 2736.0], [170041.9, 2737.6], [170045.9, 2738.9], [170051.6, 2740.4], [170055.2, 2741.2], [170057.4, 2741.7], [170065.2, 2742.9], [170073.0, 2743.6], [170080.8, 2744.2], [170085.5, 2744.7], [170090.1, 2745.2], [170099.5, 2746.5], [170107.8, 2747.4], [170116.2, 2748.3], [170124.6, 2749.1], [170133.1, 2749.9], [170148.3, 2751.5], [170163.4, 2753.3], [170170.8, 2754.3], [170178.0, 2755.2], [170184.9, 2756.1], [170191.5, 2757.0], [170196.8, 2757.7], [170199.5, 2758.1], [170202.3, 2758.4], [170205.3, 2758.8], [170208.5, 2759.3], [170212.0, 2759.8], [170215.9, 2760.3], [170215.7, 2768.7], [170215.4, 2777.4], [170215.0, 2794.9], [170214.8, 2810.1], [170214.7, 2825.2], [170214.8, 2843.1], [170215.0, 2850.6], [170215.3, 2858.2], [170216.3, 2873.1], [170217.4, 2886.1], [170218.1, 2892.6], [170218.8, 2899.2], [170219.8, 2908.3], [170220.8, 2917.6], [170221.8, 2926.9], [170222.7, 2936.1], [170223.7, 2945.1], [170224.6, 2953.7], [170225.0, 2957.8], [170225.4, 2961.7], [170225.8, 2965.5], [170226.2, 2969.1], [170048.6, 3003.5], [170048.7, 3004.3], [170048.8, 3005.5], [170040.7, 3004.7], [170032.5, 3003.9], [170015.8, 3002.0], [170000.0, 3000.0]]","0, 180",M0003
L0003,s000256,1,"[[172000.0, 1000.0], [172000.0, 960.0], [172300.0, 960.0], [172300.0, 1000.0], [172000.0, 1000.0]]","0, 180",M0003
L0003,s000257,1,"[[172000.0, 2000.0], [171950.0, 2000.0], [171710.7, 1954.7], [171699.3, 1942.9], [171699.3, 1892.9], [171700.5, 1892.3], [171701.6, 1891.8], [171703.7, 1890.7], [171707.7, 1888.6], [171711.7, 1886.4], [171715.8, 1884.0], [171719.8, 1881.6], [171724.7, 1878.5], [171729.5, 1875.4], [171731.5, 1873.9], [171733.6, 1872.4], [171735.6, 1870.7], [171737.5, 1869.0], [171740.9, 1865.6], [171743.9, 1861.9], [171746.8, 1858.3], [171748.1, 1856.5], [171749.3, 1854.8], [171750.8, 1854.7], [171754.7, 1854.1], [171757.1, 1853.8], [171759.3, 1853.5], [171761.4, 1853.2], [171763.4, 1853.0], [171767.3, 1852.5], [171769.7, 1852.3], [171772.2, 1852.1], [171777.5, 1851.6], [171782.9, 1851.3], [171788.5, 1851.0], [171794.2, 1850.8], [171800.0, 1850.7], [171855.7, 1850.7], [171861.4, 1850.8], [171866.6, 1851.0], [171871.6, 1851.2], [171881.7, 1851.8], [171894.9, 1852.4], [171901.6, 1852.8], [171908.3, 1853.3], [171915.7, 1853.9], [171923.1, 1854.6], [171937.8, 1856.2], [171952.7, 1857.9], [171960.2, 1858.8], [171967.8, 1859.8], [171978.3, 1861.2], [171988.7, 1862.7], [171993.9, 1863.4], [171998.9, 1864.2], [172003.8, 1864.9], [172008.6, 1865.6], [172008.6, 1915.6], [172000.0, 2000.0]]","0, 180",M0003
L0003,s000258,1,"[[172000.0, 3000.0], [172006.7, 2998.4], [172023.4, 2994.3], [172040.2, 2990.4], [172048.5, 2988.5], [172056.6, 2986.6], [172064.6, 2984.8], [172072.2, 2983.1], [172079.5, 2981.4], [172086.4, 2979.8], [172098.2, 3017.7], [172100.1, 3017.3], [172101.8, 3017.0], [172103.4, 3016.6], [172104.8, 3016.3], [172107.3, 3015.8], [172109.7, 3015.3], [172113.1, 3014.6], [172116.7, 3013.8], [172120.5, 3013.0], [172124.4, 3012.2], [172132.5, 3010.5], [172138.2, 3009.3], [172140.7, 3008.8], [172151.1, 3006.6], [172161.3, 3004.6], [172181.3, 3000.7], [172204.2, 2996.5], [172215.8, 2994.5], [172227.4, 2992.6], [172244.7, 2990.1], [172254.1, 2988.7], [172263.6, 2987.5], [172277.8, 2985.8], [172292.0, 2984.4], [172306.7, 2983.1], [172321.4, 2982.2], [172339.0, 2981.4], [172356.5, 2980.9], [172375.1, 2980.4], [172393.6, 2980.1], [172408.1, 2980.2], [172422.5, 2980.4], [172443.5, 2981.0], [172462.4, 2981.7], [172481.4, 2982.7], [172492.7, 2983.4], [172503.9, 2984.2], [172514.9, 2984.9], [172520.3, 2985.2], [172525.5, 2985.6], [172531.4, 2985.9], [172537.4, 2986.3], [172540.6, 2986.4], [172543.9, 2986.6], [172547.3, 2986.8], [172551.0, 2987.0], [172551.0, 2997.9], [172546.9, 3000.5], [172543.0, 3003.0], [172535.5, 3007.7], [172525.0, 3014.2], [172514.2, 3020.8], [172502.5, 3027.8], [172490.7, 3034.6], [172480.6, 3040.4], [172470.5, 3046.4], [172463.2, 3051.1], [172456.2, 3056.1], [172452.9, 3058.8], [172449.6, 3061.7], [172443.6, 3067.9], [172441.2, 3070.5], [172439.0, 3073.2], [172437.0, 3076.1], [172435.1, 3079.1], [172433.3, 3082.5], [172431.7, 3086.1], [172430.4, 3089.8], [172429.3, 3093.6], [172427.9, 3100.2], [172427.0, 3106.9], [172426.5, 3111.5], [172426.2, 3116.1], [172426.2, 3119.5], [172426.3, 3122.2], [172426.7, 3128.3], [172427.6, 3135.6], [172428.8, 3142.8], [172429.8, 3147.5], [172431.0, 3152.2], [172432.2, 3156.8], [172433.4, 3161.2], [172430.8, 3169.2], [172427.6, 3168.9], [172424.7, 3168.6], [172421.8, 3168.3], [172419.2, 3168.1], [172414.0, 3167.6], [172409.0, 3167.1], [172399.7, 3166.2], [172390.1, 3165.3], [172370.5, 3163.3], [172353.4, 3161.6], [172336.6, 3160.1], [172326.3, 3159.5], [172315.9, 3158.9], [172295.1, 3158.2], [172282.5, 3158.0], [172270.0, 3158.0], [172253.0, 3158.2], [172236.1, 3158.7], [172222.3, 3159.0], [172208.6, 3159.5], [172192.0, 3160.6], [172175.5, 3161.9], [172156.4, 3163.4], [172137.4, 3165.0], [172105.6, 3168.0], [172104.2, 3168.2], [172082.4, 3170.6], [172063.9, 3172.9], [172049.7, 3174.9], [172045.5, 3175.5], [172027.6, 3178.4], [172009.6, 3181.4], [171972.3, 3196.5], [171969.4, 3186.1], [171966.5, 3175.8], [171960.8, 3155.4], [171955.1, 3135.3], [171949.4, 3115.0], [171942.8, 3091.7], [171936.2, 3068.2], [171929.6, 3045.0], [171926.3, 3033.5], [171923.1, 3022.1], [171926.5, 3021.0], [171929.7, 3020.0], [171932.7, 3019.1], [171935.5, 3018.2], [171938.1, 3017.3], [171940.6, 3016.5], [171945.2, 3015.1], [171949.4, 3013.8], [171953.5, 3012.5], [171957.4, 3011.4], [171961.3, 3010.2], [171968.1, 3008.3], [171975.2, 3006.4], [171982.7, 3004.4], [171990.5, 3002.4], [171998.5, 3000.4], [172000.0, 3000.0]]","0, 180",M0003
L0003,s000259,1,"[[174000.0, 1000.0], [174027.7, 1133.3], [173975.1, 1133.2], [173945.8, 992.4], [174000.0, 1000.0]]","0, 180",M0003
L0003,s000260,1,"[[174000.0, 2000.0], [174001.3, 2024.9], [173688.8, 2041.5], [173687.5, 2016.5], [174000.0, 2000.0]]","0, 180",M0003
L0003,s000261,1,"[[174000.0, 3000.0], [174000.7, 2801.6], [174005.1, 2801.7], [174010.0, 2801.7], [174015.1, 2801.8], [174020.4, 2801.9], [174036.9, 2802.2], [174042.3, 2802.4], [174051.0, 2802.6], [174059.5, 2802.9], [174077.7, 2804.0], [174080.6, 2804.2], [174095.9, 2805.5], [174114.3, 2807.3], [174132.6, 2809.2], [174173.1, 2813.7], [174218.0, 2818.7], [174253.0, 2822.6], [174269.9, 2824.5], [174278.3, 2825.4], [174286.8, 2826.1], [174298.6, 2826.8], [174310.5, 2827.5], [174320.2, 2828.0], [174325.1, 2828.2], [174329.9, 2828.2], [174334.8, 2828.1], [174339.6, 2827.8], [174349.3, 2827.0], [174364.9, 2825.1], [174379.3, 2823.0], [174380.5, 2822.8], [174396.1, 2820.2], [174411.6, 2817.4], [174429.5, 2813.9], [174442.7, 2811.1], [174455.8, 2808.2], [174468.9, 2805.5], [174482.2, 2802.9], [174492.1, 2801.2], [174502.1, 2799.5], [174506.9, 2798.7], [174511.7, 2797.9], [174516.3, 2797.1], [174520.6, 2796.3], [174524.2, 2795.7], [174527.9, 2795.0], [174529.9, 2794.6], [174532.1, 2794.2], [174534.5, 2793.7], [174537.0, 2793.2], [174539.7, 2804.9], [174542.0, 2805.1], [174544.1, 2805.2], [174548.0, 2805.4], [174551.5, 2805.6], [174554.8, 2805.8], [174558.5, 2806.0], [174562.3, 2806.1], [174570.1, 2806.3], [174578.2, 2806.4], [174586.3, 2806.6], [174597.2, 2806.7], [174604.2, 2806.6], [174607.9, 2806.6], [174616.5, 2806.1], [174625.1, 2805.6], [174637.2, 2804.7], [174649.4, 2803.5], [174657.1, 2802.6], [174664.8, 2801.5], [174672.3, 2800.3], [174675.9, 2799.8], [174679.3, 2799.2], [174685.9, 2798.2], [174689.6, 2797.6], [174691.6, 2797.3], [174693.8, 2797.0], [174695.1, 2800.2], [174696.2, 2803.3], [174698.4, 2809.1], [174702.0, 2817.7], [174705.8, 2826.5], [174706.2, 2827.6], [174709.9, 2835.6], [174714.0, 2844.7], [174718.9, 2855.4], [174723.9, 2866.0], [174730.4, 2879.2], [174737.2, 2892.4], [174743.3, 2903.8], [174748.4, 2913.0], [174749.5, 2915.1], [174752.6, 2920.6], [174755.6, 2926.0], [174758.4, 2931.2], [174761.2, 2936.1], [174758.6, 2938.6], [174756.1, 2941.2], [174753.9, 2943.9], [174752.0, 2946.7], [174749.9, 2950.1], [174747.9, 2953.6], [174746.1, 2957.6], [174744.6, 2961.7], [174743.6, 2965.0], [174742.8, 2968.3], [174741.6, 2975.0], [174740.4, 2983.5], [174739.5, 2992.0], [174739.0, 3000.8], [174738.6, 3009.6], [174738.5, 3014.9], [174738.4, 3019.9], [174738.4, 3025.0], [174738.3, 3030.0], [174735.4, 3030.2], [174732.4, 3030.4], [174726.2, 3030.8], [174719.7, 3031.2], [174713.1, 3031.5], [174705.1, 3031.9], [174697.2, 3032.3], [174689.6, 3032.6], [174681.9, 3032.9], [174675.3, 3033.0], [174668.7, 3033.0], [174655.5, 3032.9], [174623.0, 3032.9], [174604.4, 3032.5], [174585.7, 3031.7], [174569.6, 3030.8], [174553.5, 3029.8], [174513.5, 3027.4], [174484.7, 3025.4], [174448.5, 3023.0], [174409.4, 3020.1], [174393.5, 3018.9], [174377.5, 3017.7], [174354.4, 3016.3], [174331.4, 3015.5], [174316.5, 3015.3], [174301.3, 3015.2], [174290.0, 3015.1], [174267.7, 3015.1], [174262.4, 3015.0], [174257.3, 3015.0], [174249.9, 3056.7], [173999.8, 3056.7], [174000.0, 3000.0]]","0, 180",M0003
L0003,s000262,1,"[[176000.0, 1000.0], [176200.0, 1000.0], [176200.0, 1040.0], [176000.0, 1040.0], [176000.0, 1000.0]]","0, 180",M0003
L0003,s000263,1,"[[176000.0, 2000.0], [176018.1, 2000.6], [176037.2, 2001.4], [176056.9, 2002.4], [176076.6, 2003.6], [176097.1, 2005.0], [176117.6, 2006.7], [176136.7, 2008.3], [176155.6, 2010.1], [176163.2, 2010.9], [176170.9, 2011.7], [176178.7, 2012.6], [176186.8, 2013.6], [176192.6, 2011.5], [176199.2, 2012.9], [176205.4, 2014.3], [176211.5, 2015.5], [176217.5, 2016.8], [176225.4, 2018.4], [176233.4, 2020.0], [176249.5, 2023.0], [176255.6, 2023.9], [176261.7, 2024.7], [176266.1, 2025.1], [176270.6, 2025.4], [176279.5, 2025.6], [176289.2, 2025.7], [176298.8, 2025.4], [176300.8, 2025.3], [176304.6, 2025.0], [176310.3, 2024.5], [176321.8, 2023.1], [176335.1, 2021.3], [176348.4, 2019.2], [176361.8, 2016.7], [176375.2, 2014.1], [176389.4, 2011.2], [176396.3, 2009.8], [176403.1, 2008.4], [176407.5, 2007.6], [176411.9, 2006.7], [176416.6, 2005.9], [176421.6, 2004.9], [176422.9, 2009.2], [176424.3, 2013.5], [176425.8, 2017.1], [176427.5, 2020.6], [176429.3, 2023.6], [176431.2, 2026.4], [176433.7, 2029.2], [176436.3, 2031.9], [176439.1, 2034.4], [176441.5, 2035.9], [176444.2, 2037.1], [176448.9, 2038.8], [176453.6, 2040.1], [176459.1, 2041.2], [176464.7, 2041.9], [176471.9, 2042.3], [176479.2, 2042.2], [176485.6, 2041.9], [176492.0, 2041.2], [176500.2, 2039.9], [176508.4, 2038.2], [176517.1, 2036.0], [176523.8, 2034.0], [176525.7, 2033.4], [176535.2, 2030.1], [176544.6, 2026.3], [176557.5, 2020.8], [176570.2, 2015.0], [176577.7, 2011.6], [176585.5, 2007.9], [176590.0, 2005.6], [176594.6, 2003.3], [176599.2, 2000.9], [176603.7, 1998.6], [176608.0, 1996.3], [176611.9, 1994.2], [176615.5, 1992.3], [176617.1, 1991.4], [176618.5, 1990.6], [176619.6, 1990.1], [176620.7, 1989.5], [176621.5, 1989.1], [176622.4, 1988.6], [176623.4, 1988.1], [176624.6, 1987.4], [176626.5, 1990.6], [176628.3, 1993.5], [176631.6, 1999.3], [176634.0, 2003.5], [176636.3, 2007.8], [176640.8, 2016.7], [176641.2, 2017.5], [176646.2, 2027.7], [176651.5, 2038.6], [176660.7, 2058.4], [176670.8, 2080.8], [176675.3, 2090.4], [176679.5, 2099.4], [176679.9, 2100.2], [176683.0, 2106.7], [176686.2, 2113.2], [176689.3, 2119.5], [176692.3, 2125.6], [176689.1, 2126.2], [176686.3, 2126.8], [176683.7, 2127.4], [176681.1, 2127.9], [176675.9, 2129.0], [176670.3, 2130.1], [176664.7, 2131.4], [176659.0, 2132.8], [176656.6, 2133.4], [176654.3, 2134.2], [176652.1, 2135.3], [176650.1, 2136.6], [176648.1, 2138.3], [176646.4, 2140.2], [176645.5, 2141.6], [176644.8, 2143.0], [176643.6, 2146.1], [176643.1, 2148.0], [176642.8, 2149.3], [176642.1, 2152.7], [176640.3, 2163.4], [176639.4, 2168.7], [176638.5, 2174.0], [176637.7, 2179.0], [176636.9, 2183.9], [176636.2, 2188.4], [176635.6, 2192.5], [176633.3, 2234.2], [176626.2, 2235.1], [176618.8, 2236.1], [176611.1, 2237.1], [176603.1, 2238.1], [176594.8, 2239.1], [176586.3, 2240.2], [176577.7, 2241.3], [176568.9, 2242.4], [176550.9, 2244.6], [176532.7, 2246.8], [176514.5, 2248.9], [176496.7, 2250.9], [176483.5, 2252.4], [176470.5, 2253.7], [176444.8, 2256.1], [176426.1, 2257.6], [176406.5, 2258.8], [176388.6, 2259.5], [176370.5, 2259.8], [176348.6, 2259.8], [176337.7, 2259.5], [176326.9, 2259.1], [176318.1, 2258.6], [176309.2, 2258.0], [176300.2, 2257.4], [176290.8, 2256.7], [176290.5, 2252.4], [176261.7, 2252.1], [176232.9, 2251.5], [176218.3, 2251.0], [176203.7, 2250.4], [176189.2, 2249.5], [176174.6, 2248.4], [176161.0, 2247.2], [176147.3, 2245.9], [176132.1, 2244.4], [176124.4, 2243.6], [176116.8, 2242.6], [176108.7, 2241.3], [176100.6, 2239.9], [176084.4, 2236.8], [176066.3, 2233.1], [176057.3, 2231.0], [176048.4, 2228.9], [176040.6, 2226.8], [176033.0, 2224.7], [176017.7, 2220.1], [176007.0, 2216.6], [175996.5, 2213.0], [175987.8, 2209.7], [175979.2, 2206.1], [175971.3, 2202.7], [175967.5, 2200.8], [175963.8, 2198.6], [175958.9, 2195.4], [175954.1, 2191.9], [175951.0, 2189.6], [175948.2, 2187.1], [175946.6, 2185.2], [175945.1, 2183.3], [175942.5, 2179.1], [175940.2, 2174.8], [175938.3, 2170.4], [175937.2, 2167.4], [175936.3, 2164.4], [175934.7, 2158.2], [175933.6, 2153.5], [175933.2, 2151.2], [175932.8, 2149.0], [175932.6, 2146.8], [175932.5, 2145.5], [175932.5, 2144.1], [175904.4, 2143.4], [175919.6, 1997.3], [175930.2, 1997.6], [175941.2, 1998.0], [175952.3, 1998.4], [175963.4, 1998.7], [175979.1, 1999.2], [175999.0, 2000.0], [176000.0, 2000.0]]","0, 180",M0003
L0003,s000264,1,"[[176000.0, 3000.0], [176000.1, 3002.0], [176000.2, 3003.8], [176000.2, 3005.4], [176000.3, 3006.8], [176000.3, 3009.3], [176000.4, 3011.6], [176000.6, 3015.9], [176000.8, 3020.6], [176001.0, 3025.6], [176001.3, 3030.7], [176001.5, 3035.9], [176001.8, 3040.9], [176002.0, 3045.7], [176002.2, 3050.0], [175777.1, 3050.2], [175776.0, 3049.2], [175775.0, 3048.3], [175773.1, 3046.7], [175771.2, 3045.0], [175769.1, 3043.4], [175767.1, 3041.7], [175765.3, 3040.2], [175769.3, 3036.9], [175773.1, 3033.8], [175778.0, 3029.5], [175780.3, 3027.3], [175782.5, 3024.8], [175784.1, 3022.8], [175785.5, 3020.7], [175788.3, 3016.3], [175791.8, 3010.2], [175793.5, 3007.2], [175795.1, 3004.4], [175796.6, 3004.0], [175798.2, 3003.6], [175801.6, 3002.8], [175805.2, 3001.9], [175808.8, 3001.0], [175812.2, 3000.2], [175813.8, 2999.8], [175815.2, 2999.4], [175816.4, 2999.1], [175817.5, 2998.9], [175818.4, 2998.6], [175819.2, 2998.5], [175820.5, 2998.2], [175820.6, 3000.2], [176000.0, 3000.0]]","0, 180",M0003
L0003,s000265,1,"[[178000.0, 1000.0], [178000.1, 997.4], [178000.5, 992.7], [178000.9, 988.3], [178001.5, 984.2], [178002.2, 980.5], [178002.6, 978.6], [178003.1, 976.5], [178003.4, 975.3], [178003.7, 974.0], [178004.1, 972.5], [178004.6, 970.7], [178021.9, 975.2], [178038.6, 979.5], [178039.5, 979.7], [178074.7, 988.9], [178107.5, 997.6], [178140.3, 1006.3], [178162.1, 1011.9], [178184.0, 1017.2], [178196.1, 1020.1], [178208.3, 1022.7], [178217.8, 1024.6], [178227.3, 1026.4], [178238.9, 1028.7], [178254.4, 1031.5], [178269.9, 1034.2], [178288.7, 1037.3], [178307.7, 1040.2], [178327.2, 1042.6], [178346.7, 1044.6], [178363.6, 1046.0], [178380.5, 1047.3], [178400.6, 1048.6], [178420.7, 1049.8], [178440.8, 1050.9], [178461.0, 1051.9], [178482.5, 1052.6], [178504.0, 1053.1], [178538.3, 1053.6], [178555.4, 1053.8], [178572.6, 1053.8], [178586.5, 1053.6], [178603.9, 1053.5], [178612.7, 1053.4], [178621.6, 1053.4], [178638.6, 1053.3], [178645.7, 1053.2], [178655.6, 1053.1], [178663.9, 1053.0], [178672.0, 1052.8], [178679.9, 1052.7], [178687.4, 1052.6], [178693.7, 1052.4], [178697.0, 1052.3], [178700.3, 1052.2], [178703.9, 1052.2], [178707.7, 1052.1], [178711.8, 1052.0], [178716.3, 1051.8], [178691.3, 1136.0], [178686.0, 1177.6], [178585.1, 1177.6], [178572.3, 1177.7], [178559.8, 1177.7], [178534.9, 1177.6], [178508.1, 1177.1], [178481.3, 1175.9], [178463.4, 1174.8], [178445.5, 1173.4], [178434.7, 1172.4], [178424.0, 1171.3], [178410.1, 1169.5], [178396.1, 1167.4], [178383.2, 1165.2], [178370.2, 1162.8], [178363.9, 1161.6], [178357.8, 1160.4], [178351.9, 1159.2], [178346.4, 1158.1], [178346.9, 1154.0], [178335.1, 1152.3], [178323.2, 1150.6], [178299.0, 1147.2], [178277.3, 1144.0], [178266.5, 1142.2], [178255.7, 1140.3], [178237.1, 1136.6], [178218.9, 1133.0], [178205.6, 1130.1], [178192.6, 1127.1], [178179.6, 1123.7], [178166.7, 1120.0], [178153.9, 1116.0], [178141.2, 1111.6], [178130.2, 1107.5], [178119.3, 1103.4], [178097.5, 1095.0], [178088.2, 1091.3], [178079.0, 1087.5], [178069.8, 1083.6], [178060.7, 1079.4], [178051.8, 1074.9], [178043.0, 1070.2], [178034.5, 1065.1], [178026.2, 1059.6], [178022.3, 1056.7], [178018.6, 1053.6], [178015.9, 1051.2], [178013.3, 1048.6], [178011.0, 1045.8], [178008.9, 1042.9], [178007.1, 1040.0], [178005.6, 1037.0], [178004.3, 1033.9], [178003.1, 1030.7], [178002.2, 1027.4], [178001.5, 1024.0], [178000.9, 1020.6], [178000.4, 1017.0], [178000.0, 1012.1], [177999.9, 1007.2], [177999.9, 1002.2], [178000.0, 1000.0]]","0, 180",M0003
L0003,s000266,1,"[[178000.0, 2000.0], [177980.0, 2000.0], [177970.1, 2026.5], [177970.1, 2046.5], [177970.8, 2047.4], [177971.6, 2048.4], [177973.4, 2050.6], [177977.2, 2055.4], [177978.8, 2057.5], [177980.5, 2059.5], [177983.7, 2063.4], [177985.8, 2065.8], [177988.0, 2068.3], [177991.1, 2071.3], [177993.0, 2072.9], [177995.0, 2074.5], [177997.8, 2076.5], [178001.2, 2078.7], [178003.0, 2079.8], [178004.9, 2080.8], [178009.3, 2083.0], [178010.9, 2083.6], [178012.6, 2084.2], [178015.9, 2085.2], [178019.5, 2086.2], [178023.1, 2087.0], [178027.0, 2087.8], [178031.0, 2088.4], [178034.8, 2089.1], [178038.5, 2089.6], [178041.9, 2090.1], [178045.3, 2090.4], [178052.1, 2090.8], [178068.3, 2091.6], [178078.2, 2092.3], [178088.0, 2093.1], [178095.6, 2093.8], [178099.4, 2094.2], [178103.1, 2094.6], [178108.9, 2095.5], [178114.7, 2096.7], [178117.7, 2097.4], [178120.6, 2098.1], [178123.6, 2099.0], [178126.4, 2099.8], [178130.7, 2101.4], [178135.0, 2103.1], [178137.1, 2104.0], [178141.7, 2106.2], [178144.2, 2107.3], [178146.2, 2108.3], [178148.2, 2109.2], [178152.3, 2111.2], [178156.4, 2113.3], [178158.4, 2114.2], [178160.3, 2115.2], [178162.1, 2116.1], [178163.8, 2116.9], [178165.3, 2117.7], [178167.9, 2119.0], [178168.8, 2119.5], [178169.6, 2119.8], [178170.0, 2120.1], [178190.0, 2120.1], [178191.7, 2027.2], [178191.7, 2007.2], [178186.7, 2007.2], [178182.0, 2007.1], [178164.6, 2007.1], [178156.3, 2007.0], [178149.3, 2007.0], [178142.2, 2006.9], [178135.0, 2006.8], [178127.7, 2006.8], [178113.0, 2006.7], [178073.0, 2006.7], [178054.0, 2005.9], [178044.5, 2005.3], [178037.0, 2004.7], [178029.4, 2004.0], [178022.4, 2003.2], [178015.3, 2002.2], [178007.6, 2001.1], [178003.7, 2000.6], [178000.0, 2000.0]]","0, 180",M0003
L0003,s000267,1,"[[178000.0, 3000.0], [178000.0, 3182.0], [177919.8, 3182.0], [177919.8, 3000.0], [178000.0, 3000.0]]","0, 180",M0003
L0003,s000268,1,"[[180000.0, 1000.0], [180000.0, 1207.1], [179838.0, 1207.1], [179838.0, 1000.0], [180000.0, 1000.0]]","0, 180",M0003
